dropoff_latitude|dropoff_longitude|DropOffKey|properties.category|properties.addresstype|properties.address.neighbourhood|properties.address.suburb
40.645203|-73.776482|520|aeroway|aeroway||Queens
40.645218|-73.779564|521|aeroway|aeroway||Queens
40.645226|-74.01049|522|building|building|Sunset Park|Brooklyn
40.645233|-73.776428|523|aeroway|aeroway||Queens
40.645233|-73.776413|524|aeroway|aeroway||Queens
40.645233|-73.776375|525|aeroway|aeroway||Queens
40.64526|-73.776421|526|aeroway|aeroway||Queens
40.645267|-73.776413|527|aeroway|aeroway||Queens
40.645294|-73.995796|528|building|building||Brooklyn
40.645294|-73.957977|529|building|building||Brooklyn
40.645302|-73.785751|530|highway|road||Queens
40.645325|-73.776352|531|aeroway|aeroway||Queens
40.645336|-73.776451|532|aeroway|aeroway||Queens
40.645336|-73.776436|533|aeroway|aeroway||Queens
40.645344|-73.776443|534|aeroway|aeroway||Queens
40.645348|-73.779793|535|aeroway|aeroway||Queens
40.645348|-73.779785|536|aeroway|aeroway||Queens
40.645359|-73.799538|537|highway|road||Queens
40.645363|-73.77639|538|aeroway|aeroway||Queens
40.645363|-73.776367|539|aeroway|aeroway||Queens
40.64537|-73.776474|540|aeroway|aeroway||Queens
40.645382|-73.784348|541|aeroway|aeroway||Queens
40.645405|-73.7798|542|aeroway|aeroway||Queens
40.645409|-73.77636|543|aeroway|aeroway||Queens
40.645473|-73.785431|544|highway|road||Queens
40.645523|-73.787407|545|highway|road||Queens
40.645557|-73.784981|546|highway|road||Queens
40.645557|-73.779922|547|aeroway|aeroway||Queens
40.645561|-73.779991|548|aeroway|aeroway||Queens
40.645596|-73.776321|549|aeroway|aeroway||Queens
40.645607|-73.714821|550|building|building||
40.645618|-73.785103|551|highway|road||Queens
40.645634|-73.776344|552|aeroway|aeroway||Queens
40.645641|-73.776268|553|aeroway|aeroway||Queens
40.645668|-73.776375|554|aeroway|aeroway||Queens
40.645672|-73.784981|555|highway|road||Queens
40.645683|-73.784897|556|highway|road||Queens
40.645714|-73.787491|557|highway|road||Queens
40.645748|-73.784752|558|highway|road||Queens
40.645798|-73.784645|559|aeroway|aeroway||Queens
40.645805|-73.776306|560|aeroway|aeroway||Queens
40.64587|-73.780228|561|aeroway|aeroway||Queens
40.645893|-73.965279|562|building|building|Ditmas Park|Brooklyn
40.645912|-74.020271|563|highway|highway|Sunset Park|Brooklyn
40.645939|-73.78746|564|highway|road||Queens
40.645962|-73.776382|565|aeroway|aeroway||Queens
40.645996|-73.784149|566|aeroway|aeroway||Queens
40.64603|-73.776405|567|aeroway|aeroway||Queens
40.646072|-74.013077|568|building|building|Sunset Park|Brooklyn
40.646072|-73.787415|569|highway|road||Queens
40.646156|-73.800964|570|highway|road||Queens
40.646168|-73.783752|571|aeroway|aeroway||Queens
40.646175|-73.7836|572|aeroway|aeroway||Queens
40.646179|-73.783714|573|aeroway|aeroway||Queens
40.646194|-74.00602|574|place|place|Sunset Park|Brooklyn
40.646339|-73.944267|575|building|building|Brooklyn Community District 17|Brooklyn
40.646347|-73.780434|576|aeroway|aeroway||Queens
40.646385|-73.783173|577|aeroway|aeroway||Queens
40.646439|-73.782997|578|aeroway|aeroway||Queens
40.646503|-74.01255|579|place|place|Sunset Park|Brooklyn
40.64653|-73.790764|580|highway|road||Queens
40.646534|-73.782829|581|aeroway|aeroway||Queens
40.646591|-74.012611|582|building|building|Sunset Park|Brooklyn
40.646599|-73.780746|583|aeroway|aeroway||Queens
40.646603|-73.790909|584|aeroway|aeroway||Queens
40.64661|-73.780807|585|aeroway|aeroway||Queens
40.646629|-73.801491|586|highway|highway||Queens
40.646652|-73.782608|587|aeroway|aeroway||Queens
40.646664|-73.782425|588|aeroway|aeroway||Queens
40.646687|-73.78096|589|aeroway|aeroway||Queens
40.646717|-73.790443|590|highway|road||Queens
40.646721|-73.790306|591|highway|road||Queens
40.646732|-73.790421|592|highway|road||Queens
40.646736|-73.782417|593|aeroway|aeroway||Queens
40.646755|-73.790276|594|highway|road||Queens
40.64677|-73.787132|595|highway|road||Queens
40.64677|-73.78231|596|aeroway|aeroway||Queens
40.646801|-73.787048|597|highway|road||Queens
40.646805|-73.790352|598|aeroway|aeroway||Queens
40.646816|-73.790047|599|highway|road||Queens
40.646816|-73.782158|600|aeroway|aeroway||Queens
40.646816|-73.781212|601|aeroway|aeroway||Queens
40.646843|-73.790192|602|highway|road||Queens
40.646847|-73.782188|603|aeroway|aeroway||Queens
40.646862|-73.781319|604|aeroway|aeroway||Queens
40.646866|-73.789955|605|highway|road||Queens
40.646873|-73.790176|606|aeroway|aeroway||Queens
40.646873|-73.790085|607|highway|road||Queens
40.646873|-73.790054|608|highway|road||Queens
40.646873|-73.781494|609|aeroway|aeroway||Queens
40.646889|-73.801498|610|highway|road||Queens
40.646889|-73.787025|611|highway|road||Queens
40.646893|-73.790108|612|highway|road||Queens
40.646904|-73.782883|613|aeroway|aeroway||Queens
40.646923|-73.790131|614|aeroway|aeroway||Queens
40.646938|-73.790138|615|aeroway|aeroway||Queens
40.646942|-73.787018|616|highway|road||Queens
40.646946|-73.787033|617|highway|road||Queens
40.64695|-73.786949|618|highway|road||Queens
40.64695|-73.782082|619|aeroway|aeroway||Queens
40.646954|-73.78981|620|highway|road||Queens
40.646957|-73.789917|621|highway|road||Queens
40.646961|-73.789726|622|highway|road||Queens
40.646973|-73.789864|623|highway|road||Queens
40.646999|-73.789772|624|highway|road||Queens
40.647034|-73.789635|625|highway|road||Queens
40.647045|-73.78952|626|highway|road||Queens
40.647049|-73.789742|627|highway|road||Queens
40.64706|-73.789528|628|highway|road||Queens
40.64706|-73.781868|629|aeroway|aeroway||Queens
40.647087|-73.802002|630|highway|road||Queens
40.647102|-73.789421|631|highway|road||Queens
40.647106|-73.787659|632|highway|road||Queens
40.647163|-73.789307|633|highway|road||Queens
40.647182|-73.781769|634|aeroway|aeroway||Queens
40.647205|-73.789787|635|aeroway|aeroway||Queens
40.647209|-73.789047|636|highway|road||Queens
40.647213|-73.781799|637|aeroway|aeroway||Queens
40.647217|-73.78907|638|highway|road||Queens
40.647228|-73.789085|639|highway|road||Queens
40.647232|-73.789215|640|highway|road||Queens
40.647236|-73.789009|641|highway|road||Queens
40.647236|-73.781708|642|aeroway|aeroway||Queens
40.647278|-73.78907|643|highway|road||Queens
40.647293|-73.78904|644|highway|road||Queens
40.647308|-73.788963|645|highway|road||Queens
40.647308|-73.788918|646|highway|road||Queens
40.647324|-73.788902|647|highway|road||Queens
40.64735|-73.788795|648|highway|road||Queens
40.64735|-73.78698|649|highway|road||Queens
40.647366|-73.788765|650|highway|road||Queens
40.647392|-73.788795|651|highway|road||Queens
40.647396|-73.788773|652|highway|road||Queens
40.647404|-73.787804|653|highway|road||Queens
40.647411|-73.78157|654|aeroway|aeroway||Queens
40.647415|-73.787094|655|highway|road||Queens
40.647419|-73.787865|656|highway|road||Queens
40.647423|-73.788658|657|highway|road||Queens
40.647423|-73.781334|658|aeroway|aeroway||Queens
40.647427|-73.787056|659|highway|road||Queens
40.64743|-73.787849|660|highway|road||Queens
40.64743|-73.787071|661|highway|road||Queens
40.647438|-73.787109|662|highway|road||Queens
40.647442|-73.78801|663|highway|road||Queens
40.647442|-73.78157|664|aeroway|aeroway||Queens
40.647461|-73.78801|665|highway|road||Queens
40.647476|-73.787155|666|highway|road||Queens
40.647484|-73.788361|667|highway|road||Queens
40.647484|-73.787712|668|highway|road||Queens
40.647495|-73.788567|669|highway|road||Queens
40.647495|-73.788223|670|highway|road||Queens
40.647495|-73.78756|671|highway|road||Queens
40.647499|-73.787224|672|highway|road||Queens
40.647511|-73.787285|673|highway|road||Queens
40.647545|-73.787422|674|highway|road||Queens
40.64756|-73.787331|675|highway|road||Queens
40.647614|-73.7873|676|highway|road||Queens
40.647614|-73.787117|677|highway|road||Queens
40.64764|-73.781395|678|aeroway|aeroway||Queens
40.647751|-73.781563|679|aeroway|aeroway||Queens
40.647762|-73.957626|680|amenity|amenity||Brooklyn
40.647827|-73.781441|681|aeroway|aeroway||Queens
40.647888|-73.786606|682|highway|road||Queens
40.647896|-73.802948|683|highway|road||Queens
40.64793|-73.781334|684|aeroway|aeroway||Queens
40.647945|-73.974663|685|amenity|amenity|Windsor Terrace|Brooklyn
40.648132|-73.803116|686|highway|road||Queens
40.648136|-73.781471|687|aeroway|aeroway||Queens
40.648144|-73.781456|688|aeroway|aeroway||Queens
40.64822|-73.781525|689|aeroway|aeroway||Queens
40.648228|-73.781494|690|aeroway|aeroway||Queens
40.648315|-73.899338|691|building|building|Canarsie|Brooklyn
40.648361|-73.786209|692|highway|road||Queens
40.648438|-73.786224|693|highway|road||Queens
40.648445|-73.781693|694|aeroway|aeroway||Queens
40.648525|-73.916542|695|building|building|Brooklyn Community District 17|Brooklyn
40.648552|-73.781792|696|highway|road||Queens
40.648586|-73.775398|697|aeroway|aeroway||Queens
40.648605|-73.958305|698|building|building||Brooklyn
40.648636|-73.784409|699|aeroway|aeroway||Queens
40.648663|-74.001076|700|building|building|Sunset Park|Brooklyn
40.648678|-73.782204|701|highway|road||Queens
40.648693|-73.78212|702|highway|road||Queens
40.648712|-73.782196|703|aeroway|aeroway||Queens
40.648739|-73.782288|704|aeroway|aeroway||Queens
40.648739|-73.782219|705|aeroway|aeroway||Queens
40.64875|-73.782257|706|aeroway|aeroway||Queens
40.648758|-73.782425|707|aeroway|aeroway||Queens
40.648762|-73.782578|708|highway|road||Queens
40.648773|-73.782379|709|aeroway|aeroway||Queens
40.648788|-73.782501|710|aeroway|aeroway||Queens
40.648796|-73.782608|711|aeroway|aeroway||Queens
40.648811|-73.782715|712|aeroway|aeroway||Queens
40.648811|-73.782578|713|aeroway|aeroway||Queens
40.648861|-73.783089|714|highway|road||Queens
40.648884|-73.782845|715|aeroway|aeroway||Queens
40.648918|-73.78302|716|aeroway|aeroway||Queens
40.648922|-73.783104|717|aeroway|aeroway||Queens
40.64912|-73.963982|718|place|place||Brooklyn
40.649151|-74.003365|719|building|building|Sunset Park|Brooklyn
40.64941|-73.804321|720|highway|road||Queens
40.64975|-73.980797|721|building|building|Windsor Terrace|Brooklyn
40.650063|-73.961273|722|building|building||Brooklyn
40.650097|-73.884201|723|building|building||Brooklyn
40.650101|-74.002045|724|building|building|Sunset Park|Brooklyn
40.650223|-74.002167|725|building|building|Sunset Park|Brooklyn
40.650459|-73.805115|726|highway|road||Queens
40.650688|-73.965141|727|place|place|Windsor Terrace|Brooklyn
40.650917|-74.004326|728|building|building|Sunset Park|Brooklyn
40.651024|-73.9645|729|building|building||Brooklyn
40.651196|-73.979797|730|building|building|Windsor Terrace|Brooklyn
40.651245|-73.890106|731|place|place||Brooklyn
40.651386|-73.955376|732|building|building|Brooklyn Community District 17|Brooklyn
40.651508|-74.004333|733|building|building|Sunset Park|Brooklyn
40.651592|-73.786011|734|highway|road||Queens
40.651642|-73.805992|735|highway|road||Queens
40.651936|-73.980293|736|building|building|Windsor Terrace|Brooklyn
40.651951|-73.969376|737|highway|road||Brooklyn
40.651966|-73.980194|738|building|building|Windsor Terrace|Brooklyn
40.652081|-74.006721|739|place|place|Sunset Park|Brooklyn
40.652184|-74.006714|740|building|building|Sunset Park|Brooklyn
40.652302|-73.961487|741|place|place||Brooklyn
40.652531|-74.007385|742|building|building|Sunset Park|Brooklyn
40.652622|-73.963066|743|building|building||Brooklyn
40.652634|-73.950645|744|building|building|Brooklyn Community District 17|Brooklyn
40.652866|-73.962357|745|building|building||Brooklyn
40.652973|-73.957855|746|place|place||Brooklyn
40.653011|-73.958923|747|building|building||Brooklyn
40.653114|-74.005623|748|highway|road|Greenwood Heights|Brooklyn
40.653278|-73.963707|749|building|building||Brooklyn
40.653366|-74.005562|750|shop|shop|Sunset Park|Brooklyn
40.653393|-73.976555|751|building|building|Windsor Terrace|Brooklyn
40.653511|-73.845222|752|building|building||Queens
40.653706|-73.978386|753|building|building|Windsor Terrace|Brooklyn
40.653717|-73.976288|754|building|building|Windsor Terrace|Brooklyn
40.653847|-73.975197|755|building|building|Windsor Terrace|Brooklyn
40.653858|-73.964478|756|place|place||Brooklyn
40.653873|-73.787628|757|highway|road||Queens
40.654026|-73.973114|758|building|building|Windsor Terrace|Brooklyn
40.654106|-73.930656|759|building|building|East Flatbush|Brooklyn
40.654324|-73.947418|760|building|building|East Flatbush|Brooklyn
40.654381|-73.946823|761|amenity|amenity|Brooklyn Community District 17|Brooklyn
40.654411|-73.788544|762|highway|road||Queens
40.654465|-73.94455|763|amenity|amenity|Brooklyn Community District 17|Brooklyn
40.654968|-73.913353|764|building|building|Brooklyn Community District 17|Brooklyn
40.654999|0.0|765|highway|road||
40.655094|-74.096535|766|highway|road||
40.655098|-73.885078|767|building|building|New Lots|Brooklyn
40.655113|-73.807442|768|highway|highway||Queens
40.655216|-74.077225|769|place|locality||
40.65546|-73.97805|770|building|building|Windsor Terrace|Brooklyn
40.655556|-73.976677|771|building|building|Windsor Terrace|Brooklyn
40.655716|-73.769257|772|building|building||Queens
40.655899|-73.959961|773|place|place||Brooklyn
40.655922|-73.956635|774|place|place||Brooklyn
40.655941|-73.999023|775|highway|highway|Sunset Park|Brooklyn
40.655949|-73.955215|776|building|building||Brooklyn
40.656071|-73.942589|777|amenity|amenity|Brooklyn Community District 17|Brooklyn
40.656525|-73.982094|778|building|building|Windsor Terrace|Brooklyn
40.656837|-73.956528|779|highway|highway||Brooklyn
40.656864|-74.115639|780|highway|road||
40.656883|-73.608543|781|place|place||
40.656914|-73.981544|782|building|building|Windsor Terrace|Brooklyn
40.656925|-73.857391|783|highway|road||Queens
40.657017|-73.951126|784|building|building||Brooklyn
40.657043|-73.80748|785|highway|road||Queens
40.657074|-73.980026|786|shop|shop|Windsor Terrace|Brooklyn
40.657139|-73.793541|787|highway|road||Queens
40.657227|-73.983414|788|highway|road|Windsor Terrace|Brooklyn
40.657234|-73.793335|789|highway|road||Queens
40.657665|-73.648361|790|tourism|tourism||
40.657696|-73.952995|791|building|building||Brooklyn
40.657707|-73.807381|792|highway|road||Queens
40.657951|-73.947411|793|building|building|Crown Heights|Brooklyn
40.658157|-73.98201|794|place|place|Windsor Terrace|Brooklyn
40.658169|-73.982307|795|building|building|Windsor Terrace|Brooklyn
40.658241|-73.980057|796|building|building|Windsor Terrace|Brooklyn
40.658291|-73.95665|797|place|place||Brooklyn
40.658527|-73.997818|798|building|building|Sunset Park|Brooklyn
40.658833|-73.983162|799|building|building|Park Slope|Brooklyn
40.658878|-73.962555|800|building|building||Brooklyn
40.658886|-73.962555|801|building|building||Brooklyn
40.659031|-73.985931|802|highway|road|Windsor Terrace|Brooklyn
40.659042|-73.992714|803|building|building|Sunset Park|Brooklyn
40.659107|-73.897408|804|building|building|New Lots|Brooklyn
40.659115|-73.955719|805|building|building||Brooklyn
40.65913|-73.975952|806|building|building|Windsor Terrace|Brooklyn
40.659233|-73.981323|807|building|building|Windsor Terrace|Brooklyn
40.659264|-73.960533|808|building|building||Brooklyn
40.659424|-73.93885|809|building|building|East Flatbush|Brooklyn
40.659508|-73.824501|810|amenity|amenity|Hamilton Beach|Queens
40.659542|-73.991837|811|building|building|Sunset Park|Brooklyn
40.659626|-73.991646|812|building|building|Sunset Park|Brooklyn
40.659771|-73.987778|813|amenity|amenity|Greenwood Heights|Brooklyn
40.659794|-73.960472|814|building|building||Brooklyn
40.659798|-73.944328|815|building|building||Brooklyn
40.659805|-73.979027|816|building|building|Windsor Terrace|Brooklyn
40.659908|-73.987946|817|building|building|Greenwood Heights|Brooklyn
40.660042|-73.987625|818|amenity|amenity|Sunset Park|Brooklyn
40.660141|-73.997452|819|building|building|Sunset Park|Brooklyn
40.66016|-73.928185|820|building|building|East Flatbush|Brooklyn
40.660252|-73.802711|821|building|building||Queens
40.660385|-73.994431|822|building|building|Sunset Park|Brooklyn
40.660477|-73.957047|823|building|building|Crown Heights|Brooklyn
40.660568|-73.960709|824|amenity|amenity||Brooklyn
40.660656|-73.930931|825|building|building|Brooklyn Community District 17|Brooklyn
40.660679|-73.992287|826|building|building|Sunset Park|Brooklyn
40.660694|-73.754478|827|building|building|Laurelton|Queens
40.660767|-73.979378|828|highway|highway||Brooklyn
40.660793|-73.802292|829|building|building||Queens
40.660961|-73.990173|830|building|building|Greenwood Heights|Brooklyn
40.660976|-73.559761|831|tourism|tourism||
40.661057|-73.961075|832|shop|shop||Brooklyn
40.661118|-73.958138|833|building|building|Crown Heights|Brooklyn
40.66127|-73.979729|834|highway|highway|Park Slope|Brooklyn
40.66135|-73.979584|835|building|building|Park Slope|Brooklyn
40.661415|-73.979553|836|amenity|amenity|Park Slope|Brooklyn
40.661449|-73.805092|837|highway|road||Queens
40.661465|-73.993607|838|building|building|Sunset Park|Brooklyn
40.661556|-73.993713|839|building|building|Sunset Park|Brooklyn
40.661774|-73.927742|840|building|building|Brooklyn Community District 17|Brooklyn
